design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/scratch/mpw7/caravel_user_project/openlane/Microwatt_FP_DFFRFile,Microwatt_FP_DFFRFile,22_09_06_08_57,flow completed,0h19m49s0ms,0h10m20s0ms,-2.0,0.49,-1,67.86,4396.52,-1,0,0,0,0,0,0,0,-1,0,-1,-1,1287944,196438,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.0,0.0,-1,901065937.0,0.0,62.45,67.64,22.59,57.59,-1,12135,16628,74,4378,0,0,0,16538,0,192,2,0,82,0,0,12096,4185,4288,9,498,6651,0,7149,466388.5536,0.0255,0.0065,0.000208,0.0322,0.00849,1.63e-07,0.037,0.0101,2.31e-07,5.25,11.0,90.9090909090909,10,DELAY 4,10,50,1,180,180,0.68,0.3,sky130_fd_sc_hd,3
